issue_id,district,block,citizen_role,urgency,reported_date,primary_domain,secondary_domain,description,data_version,language_style,latitude,longitude,geo_source,split
JH-26043-0034,Dhanbad,Baghmara,Mukhiya / PRI Rep,Critical,08-02-2026,agriculture,water_management,Paddy seeds distributed under subsidy scheme had poor germination rate below 30%,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,validation
JH-26043-0035,Palamu,Daltonganj,Mukhiya / PRI Rep,Critical,13-01-2026,agriculture,environment,Fall armyworm pest destroying maize crops across 200 acres in panchayat,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0036,West Singhbhum,Majhgaon,SHG Leader (Sakhi Mandal),Critical,07-03-2026,agriculture,environment,"Unseasonal hailstorm destroyed standing mustard crop, crop insurance survey not started",synthetic_seed_v1,hinglish_or_local_terms,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0037,Hazaribagh,Barhi,Local Youth Group,Low,02-06-2026,agriculture,rural_livelihoods,Soil health card testing laboratory report never provided to farmers after soil collection,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0038,West Singhbhum,Jhinkpani,Local Youth Group,Medium,17-01-2026,agriculture,rural_livelihoods,Locally built solar grain dryer non-functional due to damaged heating element,synthetic_seed_v1,short_complaint,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0039,East Singhbhum,Ghatshila,Local Youth Group,Low,13-04-2026,agriculture,rural_livelihoods,Wild elephants destroying mature paddy standing fields near reserve forest border,synthetic_seed_v1,short_complaint,22.8046,86.2029,synthetic_district_centroid_for_demo,validation
JH-26043-0040,Hazaribagh,Katkamsandi,Local Youth Group,Low,14-02-2026,agriculture,environment,Kisan Credit Card loan applications rejected by rural bank branch manager without reason,synthetic_seed_v1,hinglish_or_local_terms,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0041,Dumka,Ranishwar,Ward Member (ULB),Medium,13-05-2026,agriculture,water_management,Lack of certified vegetable seeds forcing farmers to purchase substandard spurious seeds,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0042,Dumka,Jarmundi,Ward Member (ULB),Low,15-01-2026,agriculture,rural_livelihoods,Drip irrigation subsidy files stuck in district horticulture office for 9 months,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0043,Dhanbad,Topchanchi,Mukhiya / PRI Rep,High,12-03-2026,agriculture,rural_livelihoods,"No government procurement mandi for millets, tribal farmers forced into distress sale",synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0044,Hazaribagh,Ichak,Ward Member (ULB),Medium,15-05-2026,agriculture,environment,Severe fungal blast disease infecting finger millet (marua) crops in hilly pockets,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,test
JH-26043-0045,Ranchi,Bero,Ward Member (ULB),Low,09-03-2026,agriculture,rural_livelihoods,Custom Hiring Centre tractors and rotavators kept locked by PACS president for personal use,synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0046,Dhanbad,Topchanchi,Mukhiya / PRI Rep,High,20-05-2026,agriculture,water_management,Groundnut harvest rotting in open fields due to lack of tarpaulin sheets and drying yards,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0047,Bokaro,Bermo,Ward Member (ULB),Critical,28-05-2026,agriculture,rural_livelihoods,High salinity in irrigated land due to continuous unscientific chemical fertilizer use,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0048,Dhanbad,Nirsa,Ward Member (ULB),Low,11-01-2026,agriculture,water_management,Organic certification renewal process too complex and expensive for small farmer FPOs,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,test
JH-26043-0049,Dumka,Ranishwar,SHG Leader (Sakhi Mandal),Critical,04-01-2026,agriculture,rural_livelihoods,Potato cold storage charging double rent during peak harvest season,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0050,East Singhbhum,Patamda,Villager / Citizen,High,14-03-2026,agriculture,water_management,No veterinary doctor available to treat foot and mouth disease outbreak in cattle,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,validation
JH-26043-0051,Ranchi,Ormanjhi,Ward Member (ULB),Low,07-06-2026,agriculture,water_management,Lack of mini-dal mill forcing arhar pulse farmers to sell raw crop at low prices,synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,validation
JH-26043-0052,Dhanbad,Govindpur,Local Youth Group,Critical,08-03-2026,agriculture,water_management,Termite infestation destroying sugarcane root stems in riverbank farming belts,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0053,East Singhbhum,Baharagora,Villager / Citizen,Medium,26-06-2026,agriculture,,Farmer training on zero budget natural farming promised under ATMA scheme never conducted,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0054,Hazaribagh,Ichak,Mukhiya / PRI Rep,Low,28-07-2026,agriculture,rural_livelihoods,Biopesticide supply expired stock delivered at block agriculture distribution depot,synthetic_seed_v1,short_complaint,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0055,West Singhbhum,Chakradharpur,Mukhiya / PRI Rep,Critical,10-06-2026,agriculture,water_management,Subsidized power connection for agricultural tube wells pending inspection for 1 year,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,test
JH-26043-0056,Hazaribagh,Barhi,Mukhiya / PRI Rep,Critical,09-06-2026,agriculture,rural_livelihoods,Lac cultivation host trees (kusum/ber) dying due to unknown insect pest infestation,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,test
JH-26043-0057,Dumka,Jama,Local Youth Group,Critical,01-06-2026,agriculture,rural_livelihoods,Mushroom spawn bags contaminated and spoiling within days of purchase from private vendor,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0058,Dumka,Ranishwar,Local Youth Group,High,04-01-2026,agriculture,,Lack of cattle feed and silage preparation equipment leading to drastic drop in milk yield,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,validation
JH-26043-0059,Bokaro,Chandankiyari,SHG Leader (Sakhi Mandal),Low,19-07-2026,agriculture,water_management,No processing unit for tomato surplus leading to dumping on state highway every winter,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0060,Dumka,Shikaripara,SHG Leader (Sakhi Mandal),Low,12-04-2026,agriculture,,Small farmers cheated with counterfeit pesticide bottles purchased from unregistered shop,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0061,Dhanbad,Govindpur,Local Youth Group,High,24-02-2026,healthcare,accessibility,"CHC (Community Health Centre) has no lady doctor, pregnant women forced to travel 40km to district hospital",synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,test
JH-26043-0062,Dumka,Jarmundi,Ward Member (ULB),Critical,18-05-2026,healthcare,water_management,"Primary health centre doctor and ANM didi absent on duty days, no snakebite anti-venom in emergency stock",synthetic_seed_v1,hinglish_or_local_terms,24.2676,87.2497,synthetic_district_centroid_for_demo,validation
JH-26043-0063,Hazaribagh,Chauparan,SHG Leader (Sakhi Mandal),Medium,13-05-2026,healthcare,sanitation,108 Ambulance arrived after 3 hours for delivery emergency in remote tribal tola,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,test
JH-26043-0064,Dumka,Jama,Mukhiya / PRI Rep,Critical,15-06-2026,healthcare,,"Diagnostic lab at sub-divisional hospital broken, patients forced to pay expensive private labs",synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0065,West Singhbhum,Chakradharpur,Local Youth Group,Critical,22-03-2026,healthcare,sanitation,"Malaria and falciparum cases rising rapidly in village, no DDT spray or mosquito net distribution",synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,test
JH-26043-0066,Dumka,Saraiyahat,Local Youth Group,High,27-02-2026,healthcare,water_management,"Health sub-centre building in dilapidated condition with no roof, vaccination held under tree",synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0067,Dumka,Ranishwar,Mukhiya / PRI Rep,Medium,02-01-2026,healthcare,water_management,Shortage of essential antibiotics and iron-folic acid tablets at primary health centre,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0068,West Singhbhum,Jhinkpani,Villager / Citizen,Critical,21-07-2026,healthcare,water_management,Tuberculosis patients not receiving monthly nutritional DBT cash transfer under Nikshay scheme,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0069,Palamu,Patan,SHG Leader (Sakhi Mandal),Medium,21-03-2026,healthcare,sanitation,"No ultrasound technician available at district hospital, expectant mothers waiting in long queues",synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0070,Dhanbad,Nirsa,Mukhiya / PRI Rep,Medium,12-08-2026,healthcare,water_management,High prevalence of sickle cell anemia in tribal children with no screening facility in block,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0071,Dhanbad,Nirsa,Mukhiya / PRI Rep,Critical,25-06-2026,healthcare,,"Immunization cold chain refrigerator non-functional due to erratic power cuts, vaccines spoiling",synthetic_seed_v1,hinglish_or_local_terms,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0072,Palamu,Chhatarpur,SHG Leader (Sakhi Mandal),Medium,01-08-2026,healthcare,accessibility,No burn unit or specialized trauma centre within 60 km radius of mining industrial belt,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0073,Hazaribagh,Ichak,Local Youth Group,Critical,09-04-2026,healthcare,,Mobile Medical Unit visit cancelled repeatedly for 4 months in remote forest settlements,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0074,Dhanbad,Govindpur,Mukhiya / PRI Rep,High,11-06-2026,healthcare,sanitation,Severely acutely malnourished (SAM) children unable to get admission in Nutrition Rehabilitation Centre,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0075,East Singhbhum,Potka,Mukhiya / PRI Rep,Critical,23-03-2026,healthcare,water_management,Private chemist shops selling prescription drugs without doctor prescription near hospital,synthetic_seed_v1,short_complaint,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0076,Dhanbad,Nirsa,SHG Leader (Sakhi Mandal),High,15-08-2026,healthcare,sanitation,Mental health counseling services completely absent in rural community health centres,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0077,Hazaribagh,Chauparan,SHG Leader (Sakhi Mandal),Low,16-07-2026,healthcare,sanitation,No incinerator or proper biomedical waste disposal system at community health centre,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,validation
JH-26043-0078,Bokaro,Chandankiyari,SHG Leader (Sakhi Mandal),Critical,16-04-2026,healthcare,water_management,Snakebite deaths occurring regularly due to primary health centre having expired antivenom vials,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0079,Dumka,Jarmundi,SHG Leader (Sakhi Mandal),Low,11-07-2026,healthcare,,"No blood bank facility at sub-divisional hospital, requiring emergency travel to Ranchi",synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,validation
JH-26043-0080,East Singhbhum,Baharagora,Mukhiya / PRI Rep,Low,19-07-2026,healthcare,sanitation,"Dental check-up chair non-functional for past two years, dentist doing only tooth extractions",synthetic_seed_v1,hinglish_or_local_terms,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0081,Dhanbad,Nirsa,Mukhiya / PRI Rep,Critical,02-03-2026,healthcare,accessibility,Cataract surgery camp operated by unregistered clinic caused severe post-op infections,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0082,Palamu,Satbarwa,Mukhiya / PRI Rep,Critical,11-06-2026,healthcare,,Lack of clean linen and drinking water in post-delivery maternal recovery ward,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0083,Dumka,Jarmundi,Ward Member (ULB),Low,26-08-2026,healthcare,sanitation,Emergency ward roof leaking directly onto patient beds during rainy season,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,validation
JH-26043-0084,Bokaro,Bermo,Villager / Citizen,Low,08-01-2026,healthcare,water_management,Shortage of trained nurses and technicians in special newborn care unit (SNCU),synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0085,Ranchi,Bero,Mukhiya / PRI Rep,Medium,16-03-2026,healthcare,sanitation,No testing kits available for screening hepatitis and HIV in peripheral dispensary,synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0086,Hazaribagh,Chauparan,Ward Member (ULB),High,20-03-2026,healthcare,sanitation,Rabies anti-rabies vaccine out of stock in block hospital after stray dog bite incidents,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0087,East Singhbhum,Golmuri,Villager / Citizen,Low,19-05-2026,healthcare,,Dialysis machines installed at district hospital lying unused due to lack of nephrologist,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0088,Palamu,Panki,Villager / Citizen,Medium,23-02-2026,healthcare,accessibility,Quacks and unregistered medical practitioners giving unsafe IV injections in villages,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,validation
JH-26043-0089,Dhanbad,Topchanchi,Villager / Citizen,High,22-07-2026,healthcare,accessibility,Oxygen pipeline leakage in trauma ward not repaired despite formal complaints,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0090,Dhanbad,Topchanchi,Ward Member (ULB),Low,27-07-2026,healthcare,,ASHA workers not paid state incentive allowances for institutional delivery facilitation,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0091,Dhanbad,Nirsa,Ward Member (ULB),Critical,14-03-2026,education,accessibility,"Utkramit Madhya Vidyalaya has only 1 master for 5 classes, science aur maths lab completely non-functional",synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0092,Dumka,Saraiyahat,Local Youth Group,Critical,01-06-2026,education,,"Anganwadi center building roof leaking heavily in monsoon, poshan aahaar distribution disrupted",synthetic_seed_v1,hinglish_or_local_terms,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0093,Dumka,Jama,Mukhiya / PRI Rep,Low,15-05-2026,education,accessibility,High school girls dropping out due to non-functional separate toilets and boundary wall absence,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0094,West Singhbhum,Jhinkpani,Local Youth Group,Critical,01-06-2026,education,public_administration,"Government primary school has no electricity connection, students studying in extreme summer heat",synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0095,Bokaro,Bermo,SHG Leader (Sakhi Mandal),Medium,26-06-2026,education,public_administration,Mid-day meal rice delivered to school infested with insects and fungus,synthetic_seed_v1,short_complaint,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0096,Bokaro,Chandankiyari,Local Youth Group,High,17-01-2026,education,accessibility,"Free textbook distribution delayed by 5 months, students attending class without study materials",synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0097,Dhanbad,Baghmara,SHG Leader (Sakhi Mandal),Critical,23-04-2026,education,public_administration,No computer instructor for ICT computer lab setup under PM-eVIDYA scheme,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0098,West Singhbhum,Manoharpur,Villager / Citizen,Low,08-05-2026,education,public_administration,School playground encroached by private vehicles and construction material dump,synthetic_seed_v1,short_complaint,22.557,85.581,synthetic_district_centroid_for_demo,test
JH-26043-0099,Hazaribagh,Ichak,Local Youth Group,High,14-08-2026,education,,"Drinking water filter at high school broken, students drinking untreated muddy tap water",synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0100,Bokaro,Gumia,Local Youth Group,High,23-06-2026,education,public_administration,Primary school operating in single tin-shed room after storm blew away classroom roof,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0101,Dumka,Jama,Ward Member (ULB),Medium,24-02-2026,education,accessibility,"No tribal language (Ho, Santhali, Mundari) primary instruction teachers in early grades",synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0102,Bokaro,Chas,Local Youth Group,Medium,07-04-2026,education,,"Science practical equipment locked in trunks, students never performed physics or chemistry experiments",synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0103,West Singhbhum,Majhgaon,Local Youth Group,High,27-02-2026,education,accessibility,"Kasturba Gandhi Balika Vidyalaya boundary wall collapsed, raising security concerns for girls",synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0104,Dumka,Ranishwar,Ward Member (ULB),Medium,01-05-2026,education,,Library room converted into storage room for election ballot boxes and unused furniture,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,validation
JH-26043-0105,East Singhbhum,Golmuri,Villager / Citizen,Low,23-05-2026,education,accessibility,Special educator for children with learning disabilities and visual impairment not appointed,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,test
JH-26043-0106,West Singhbhum,Chaibasa,Villager / Citizen,High,21-08-2026,education,public_administration,School dropout rate soaring among secondary boys to work as casual wage laborers,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,validation
